position-X	position-Y
0.000000000 	 -0.007860108 
0.000000000 	 -0.007966712 
0.000000000 	 -0.008073393 
0.000000000 	 -0.008180149 
0.000000000 	 -0.008286980 
0.000000000 	 -0.008393887 
0.000000000 	 -0.008500868 
0.000000000 	 -0.008607924 
0.000000000 	 -0.008715054 
0.000000000 	 -0.008822256 
0.000000000 	 -0.008929527 
0.000000000 	 -0.009036868 
0.000000000 	 -0.009144279 
0.000000000 	 -0.009251760 
0.000000000 	 -0.009359310 
0.000000000 	 -0.009466929 
0.000000000 	 -0.009574617 
0.000000000 	 -0.009682374 
0.000000000 	 -0.009790199 
0.000000000 	 -0.009898093 
0.000000000 	 -0.010006055 
0.000000000 	 -0.010114085 
0.000000000 	 -0.010222183 
0.000000000 	 -0.010330349 
0.000000000 	 -0.010438582 
0.000000000 	 -0.010546883 
0.000000000 	 -0.010655251 
0.000000000 	 -0.010763686 
0.000000000 	 -0.010872187 
0.000000000 	 -0.010980756 
0.000000000 	 -0.011089390 
0.000000000 	 -0.011198091 
0.000000000 	 -0.011306859 
0.000000000 	 -0.011415692 
0.000000000 	 -0.011524590 
0.000000000 	 -0.011633555 
0.000000000 	 -0.011742584 
0.000000000 	 -0.011851679 
0.000000000 	 -0.011960839 
0.000000000 	 -0.012070064 
0.000000000 	 -0.012179354 
0.000000000 	 -0.012288707 
0.000000000 	 -0.012398126 
0.000000000 	 -0.012507608 
0.000000000 	 -0.012617154 
0.000000000 	 -0.012726764 
0.000000000 	 -0.012836438 
0.000000000 	 -0.012946175 
0.000000000 	 -0.013055975 
0.000000000 	 -0.013165838 
0.000000000 	 -0.013275765 
0.000000000 	 -0.013385753 
0.000000000 	 -0.013495805 
0.000000000 	 -0.013605918 
0.000000000 	 -0.013716094 
0.000000000 	 -0.013826332 
0.000000000 	 -0.013936631 
0.000000000 	 -0.014046992 
0.000000000 	 -0.014157415 
0.000000000 	 -0.014267898 
0.000000000 	 -0.014378443 
0.000000000 	 -0.014489049 
0.000000000 	 -0.014599715 
0.000000000 	 -0.014710442 
0.000000000 	 -0.014821229 
0.000000000 	 -0.014932077 
0.000000000 	 -0.015042984 
0.000000000 	 -0.015153951 
0.000000000 	 -0.015264978 
0.000000000 	 -0.015376064 
0.000000000 	 -0.015487210 
0.000000000 	 -0.015598414 
0.000000000 	 -0.015709678 
0.000000000 	 -0.015821000 
0.000000000 	 -0.015932380 
0.000000000 	 -0.016043819 
0.000000000 	 -0.016155317 
0.000000000 	 -0.016266872 
0.000000000 	 -0.016378485 
0.000000000 	 -0.016490156 
0.000000000 	 -0.016601884 
0.000000000 	 -0.016713669 
0.000000000 	 -0.016825512 
0.000000000 	 -0.016937411 
0.000000000 	 -0.017049367 
0.000000000 	 -0.017161380 
0.000000000 	 -0.017273449 
0.000000000 	 -0.017385574 
0.000000000 	 -0.017497756 
0.000000000 	 -0.017609993 
0.000000000 	 -0.017722286 
0.000000000 	 -0.017834634 
0.000000000 	 -0.017947038 
0.000000000 	 -0.018059496 
0.000000000 	 -0.018172010 
0.000000000 	 -0.018284578 
0.000000000 	 -0.018397201 
0.000000000 	 -0.018509879 
0.000000000 	 -0.018622610 
0.000000000 	 -0.018735396 
0.000000000 	 -0.018848235 
0.000000000 	 -0.018961129 
0.000000000 	 -0.019074075 
0.000000000 	 -0.019187072 
0.000000000 	 -0.019300114 
0.000000000 	 -0.019413202 
0.000000000 	 -0.019526336 
0.000000000 	 -0.019639515 
0.000000000 	 -0.019752740 
0.000000000 	 -0.019866010 
0.000000000 	 -0.019979325 
0.000000000 	 -0.020092686 
0.000000000 	 -0.020206091 
0.000000000 	 -0.020319542 
0.000000000 	 -0.020433037 
0.000000000 	 -0.020546577 
0.000000000 	 -0.020660162 
0.000000000 	 -0.020773791 
0.000000000 	 -0.020887465 
0.000000000 	 -0.021001184 
0.000000000 	 -0.021114947 
0.000000000 	 -0.021228754 
0.000000000 	 -0.021342605 
0.000000000 	 -0.021456500 
0.000000000 	 -0.021570439 
0.000000000 	 -0.021684422 
0.000000000 	 -0.021798449 
0.000000000 	 -0.021912519 
0.000000000 	 -0.022026633 
0.000000000 	 -0.022140791 
0.000000000 	 -0.022254992 
0.000000000 	 -0.022369236 
0.000000000 	 -0.022483524 
0.000000000 	 -0.022597854 
0.000000000 	 -0.022712228 
0.000000000 	 -0.022826645 
0.000000000 	 -0.022941104 
0.000000000 	 -0.023055607 
0.000000000 	 -0.023170152 
0.000000000 	 -0.023284739 
0.000000000 	 -0.023399369 
0.000000000 	 -0.023514042 
0.000000000 	 -0.023628756 
0.000000000 	 -0.023743513 
0.000000000 	 -0.023858312 
0.000000000 	 -0.023973153 
0.000000000 	 -0.024088036 
0.000000000 	 -0.024202961 
0.000000000 	 -0.024317928 
0.000000000 	 -0.024432936 
0.000000000 	 -0.024547986 
0.000000000 	 -0.024663077 
0.000000000 	 -0.024778210 
0.000000000 	 -0.024893384 
0.000000000 	 -0.025008599 
0.000000000 	 -0.025123855 
0.000000000 	 -0.025239152 
0.000000000 	 -0.025354491 
0.000000000 	 -0.025469870 
0.000000000 	 -0.025585289 
0.000000000 	 -0.025700750 
0.000000000 	 -0.025816251 
0.000000000 	 -0.025931792 
0.000000000 	 -0.026047374 
0.000000000 	 -0.026162996 
0.000000000 	 -0.026278658 
0.000000000 	 -0.026394361 
0.000000000 	 -0.026510103 
0.000000000 	 -0.026625885 
0.000000000 	 -0.026741707 
0.000000000 	 -0.026857569 
0.000000000 	 -0.026973470 
0.000000000 	 -0.027089411 
0.000000000 	 -0.027205392 
0.000000000 	 -0.027321411 
0.000000000 	 -0.027437470 
0.000000000 	 -0.027553568 
0.000000000 	 -0.027669706 
0.000000000 	 -0.027785882 
0.000000000 	 -0.027902097 
0.000000000 	 -0.028018351 
0.000000000 	 -0.028134643 
0.000000000 	 -0.028250975 
0.000000000 	 -0.028367344 
0.000000000 	 -0.028483752 
0.000000000 	 -0.028600199 
0.000000000 	 -0.028716684 
0.000000000 	 -0.028833207 
0.000000000 	 -0.028949768 
0.000000000 	 -0.029066366 
0.000000000 	 -0.029183003 
0.000000000 	 -0.029299678 
0.000000000 	 -0.029416390 
0.000000000 	 -0.029533140 
0.000000000 	 -0.029649927 
0.000000000 	 -0.029766752 
0.000000000 	 -0.029883614 
0.000000000 	 -0.030000514 
0.000000000 	 -0.030117450 
0.000000000 	 -0.030234424 
0.000000000 	 -0.030351434 
0.000000000 	 -0.030468481 
0.000000000 	 -0.030585566 
0.000000000 	 -0.030702686 
0.000000000 	 -0.030819844 
0.000000000 	 -0.030937038 
0.000000000 	 -0.031054268 
0.000000000 	 -0.031171534 
0.000000000 	 -0.031288837 
0.000000000 	 -0.031406176 
0.000000000 	 -0.031523551 
0.000000000 	 -0.031640962 
0.000000000 	 -0.031758409 
0.000000000 	 -0.031875891 
0.000000000 	 -0.031993409 
0.000000000 	 -0.032110963 
0.000000000 	 -0.032228552 
0.000000000 	 -0.032346177 
0.000000000 	 -0.032463837 
0.000000000 	 -0.032581532 
0.000000000 	 -0.032699262 
0.000000000 	 -0.032817027 
0.000000000 	 -0.032934827 
0.000000000 	 -0.033052662 
0.000000000 	 -0.033170532 
0.000000000 	 -0.033288436 
0.000000000 	 -0.033406375 
0.000000000 	 -0.033524348 
0.000000000 	 -0.033642356 
0.000000000 	 -0.033760398 
0.000000000 	 -0.033878474 
0.000000000 	 -0.033996585 
0.000000000 	 -0.034114729 
0.000000000 	 -0.034232907 
0.000000000 	 -0.034351119 
0.000000000 	 -0.034469365 
0.000000000 	 -0.034587644 
0.000000000 	 -0.034705957 
0.000000000 	 -0.034824304 
0.000000000 	 -0.034942683 
0.000000000 	 -0.035061096 
0.000000000 	 -0.035179531 
0.000000000 	 -0.035297989 
0.000000000 	 -0.035416467 
0.000000000 	 -0.035534967 
0.000000000 	 -0.035653488 
0.000000000 	 -0.035772030 
0.000000000 	 -0.035890594 
0.000000000 	 -0.036009178 
0.000000000 	 -0.036127784 
0.000000000 	 -0.036246412 
0.000000000 	 -0.036365060 
0.000000000 	 -0.036483730 
0.000000000 	 -0.036602420 
0.000000000 	 -0.036721132 
0.000000000 	 -0.036839865 
0.000000000 	 -0.036958619 
0.000000000 	 -0.037077395 
0.000000000 	 -0.037196191 
0.000000000 	 -0.037315008 
0.000000000 	 -0.037433847 
0.000000000 	 -0.037552706 
0.000000000 	 -0.037671587 
0.000000000 	 -0.037790489 
0.000000000 	 -0.037909411 
0.000000000 	 -0.038028355 
0.000000000 	 -0.038147320 
0.000000000 	 -0.038266305 
0.000000000 	 -0.038385312 
0.000000000 	 -0.038504340 
0.000000000 	 -0.038623388 
0.000000000 	 -0.038742458 
0.000000000 	 -0.038861548 
0.000000000 	 -0.038980659 
0.000000000 	 -0.039099791 
0.000000000 	 -0.039218944 
0.000000000 	 -0.039338118 
0.000000000 	 -0.039457313 
0.000000000 	 -0.039576529 
0.000000000 	 -0.039695765 
0.000000000 	 -0.039815022 
0.000000000 	 -0.039934300 
0.000000000 	 -0.040053599 
0.000000000 	 -0.040172919 
0.000000000 	 -0.040292259 
0.000000000 	 -0.040411620 
0.000000000 	 -0.040531002 
0.000000000 	 -0.040650404 
0.000000000 	 -0.040769827 
0.000000000 	 -0.040889271 
0.000000000 	 -0.041008736 
0.000000000 	 -0.041128221 
0.000000000 	 -0.041247727 
0.000000000 	 -0.041367253 
0.000000000 	 -0.041486801 
0.000000000 	 -0.041606368 
0.000000000 	 -0.041725957 
0.000000000 	 -0.041845566 
0.000000000 	 -0.041965195 
0.000000000 	 -0.042084845 
0.000000000 	 -0.042204516 
0.000000000 	 -0.042324207 
0.000000000 	 -0.042443919 
0.000000000 	 -0.042563651 
0.000000000 	 -0.042683403 
0.000000000 	 -0.042803177 
0.000000000 	 -0.042922970 
0.000000000 	 -0.043042784 
0.000000000 	 -0.043162619 
0.000000000 	 -0.043282474 
0.000000000 	 -0.043402349 
0.000000000 	 -0.043522245 
0.000000000 	 -0.043642161 
0.000000000 	 -0.043762097 
0.000000000 	 -0.043882054 
0.000000000 	 -0.044002031 
0.000000000 	 -0.044122029 
0.000000000 	 -0.044242047 
0.000000000 	 -0.044362085 
0.000000000 	 -0.044482143 
0.000000000 	 -0.044602222 
0.000000000 	 -0.044722321 
0.000000000 	 -0.044842440 
0.000000000 	 -0.044962580 
0.000000000 	 -0.045082740 
0.000000000 	 -0.045202920 
0.000000000 	 -0.045323120 
0.000000000 	 -0.045443340 
0.000000000 	 -0.045563581 
0.000000000 	 -0.045683841 
0.000000000 	 -0.045804122 
0.000000000 	 -0.045924423 
0.000000000 	 -0.046044744 
0.000000000 	 -0.046165085 
0.000000000 	 -0.046285446 
0.000000000 	 -0.046405828 
0.000000000 	 -0.046526229 
0.000000000 	 -0.046646651 
0.000000000 	 -0.046767092 
0.000000000 	 -0.046887554 
0.000000000 	 -0.047008035 
0.000000000 	 -0.047128537 
0.000000000 	 -0.047249059 
0.000000000 	 -0.047369600 
0.000000000 	 -0.047490162 
0.000000000 	 -0.047610743 
0.000000000 	 -0.047731344 
0.000000000 	 -0.047851966 
0.000000000 	 -0.047972607 
0.000000000 	 -0.048093268 
0.000000000 	 -0.048213949 
0.000000000 	 -0.048334650 
0.000000000 	 -0.048455371 
0.000000000 	 -0.048576111 
0.000000000 	 -0.048696872 
0.000000000 	 -0.048817652 
0.000000000 	 -0.048938452 
0.000000000 	 -0.049059272 
0.000000000 	 -0.049180112 
0.000000000 	 -0.049300971 
0.000000000 	 -0.049421850 
0.000000000 	 -0.049542749 
0.000000000 	 -0.049663667 
0.000000000 	 -0.049784606 
0.000000000 	 -0.049905564 
0.000000000 	 -0.050026542 
0.000000000 	 -0.050147539 
0.000000000 	 -0.050268556 
0.000000000 	 -0.050389593 
0.000000000 	 -0.050510649 
0.000000000 	 -0.050631725 
0.000000000 	 -0.050752820 
0.000000000 	 -0.050873935 
0.000000000 	 -0.050995070 
0.000000000 	 -0.051116224 
0.000000000 	 -0.051237398 
0.000000000 	 -0.051358592 
0.000000000 	 -0.051479805 
0.000000000 	 -0.051601037 
0.000000000 	 -0.051722289 
0.000000000 	 -0.051843560 
0.000000000 	 -0.051964851 
0.000000000 	 -0.052086162 
0.000000000 	 -0.052207491 
0.000000000 	 -0.052328841 
0.000000000 	 -0.052450209 
0.000000000 	 -0.052571597 
0.000000000 	 -0.052693005 
0.000000000 	 -0.052814432 
0.000000000 	 -0.052935878 
0.000000000 	 -0.053057343 
0.000000000 	 -0.053178828 
0.000000000 	 -0.053300332 
0.000000000 	 -0.053421856 
0.000000000 	 -0.053543399 
0.000000000 	 -0.053664961 
0.000000000 	 -0.053786542 
0.000000000 	 -0.053908143 
0.000000000 	 -0.054029763 
0.000000000 	 -0.054151402 
0.000000000 	 -0.054273061 
0.000000000 	 -0.054394738 
0.000000000 	 -0.054516435 
0.000000000 	 -0.054638151 
0.000000000 	 -0.054759886 
0.000000000 	 -0.054881640 
0.000000000 	 -0.055003414 
0.000000000 	 -0.055125207 
0.000000000 	 -0.055247018 
0.000000000 	 -0.055368849 
0.000000000 	 -0.055490699 
0.000000000 	 -0.055612568 
0.000000000 	 -0.055734456 
0.000000000 	 -0.055856363 
0.000000000 	 -0.055978289 
0.000000000 	 -0.056100234 
0.000000000 	 -0.056222199 
0.000000000 	 -0.056344182 
0.000000000 	 -0.056466184 
0.000000000 	 -0.056588205 
0.000000000 	 -0.056710245 
0.000000000 	 -0.056832304 
0.000000000 	 -0.056954382 
0.000000000 	 -0.057076479 
0.000000000 	 -0.057198595 
0.000000000 	 -0.057320730 
0.000000000 	 -0.057442883 
0.000000000 	 -0.057565056 
0.000000000 	 -0.057687247 
0.000000000 	 -0.057809457 
0.000000000 	 -0.057931686 
0.000000000 	 -0.058053934 
0.000000000 	 -0.058176200 
0.000000000 	 -0.058298486 
0.000000000 	 -0.058420790 
0.000000000 	 -0.058543113 
0.000000000 	 -0.058665455 
0.000000000 	 -0.058787815 
0.000000000 	 -0.058910194 
0.000000000 	 -0.059032592 
0.000000000 	 -0.059155008 
0.000000000 	 -0.059277444 
0.000000000 	 -0.059399898 
0.000000000 	 -0.059522370 
0.000000000 	 -0.059644861 
0.000000000 	 -0.059767371 
0.000000000 	 -0.059889900 
0.000000000 	 -0.060012447 
0.000000000 	 -0.060135012 
0.000000000 	 -0.060257596 
0.000000000 	 -0.060380199 
0.000000000 	 -0.060502816 
0.000000000 	 -0.060625437 
0.000000000 	 -0.060748063 
0.000000000 	 -0.060870694 
0.000000000 	 -0.060993330 
0.000000000 	 -0.061115971 
0.000000000 	 -0.061238616 
0.000000000 	 -0.061361267 
0.000000000 	 -0.061483922 
0.000000000 	 -0.061606583 
0.000000000 	 -0.061729248 
0.000000000 	 -0.061851918 
0.000000000 	 -0.061974593 
0.000000000 	 -0.062097274 
0.000000000 	 -0.062219959 
0.000000000 	 -0.062342649 
0.000000000 	 -0.062465344 
0.000000000 	 -0.062588045 
0.000000000 	 -0.062710750 
0.000000000 	 -0.062833461 
0.000000000 	 -0.062956176 
0.000000000 	 -0.063078897 
0.000000000 	 -0.063201623 
0.000000000 	 -0.063324354 
0.000000000 	 -0.063447090 
0.000000000 	 -0.063569831 
0.000000000 	 -0.063692577 
0.000000000 	 -0.063815329 
0.000000000 	 -0.063938086 
0.000000000 	 -0.064060848 
0.000000000 	 -0.064183615 
0.000000000 	 -0.064306388 
0.000000000 	 -0.064429166 
0.000000000 	 -0.064551949 
0.000000000 	 -0.064674737 
0.000000000 	 -0.064797531 
0.000000000 	 -0.064920330 
0.000000000 	 -0.065043134 
0.000000000 	 -0.065165944 
0.000000000 	 -0.065288759 
0.000000000 	 -0.065411580 
0.000000000 	 -0.065534406 
0.000000000 	 -0.065657237 
0.000000000 	 -0.065780074 
0.000000000 	 -0.065902916 
0.000000000 	 -0.066025764 
0.000000000 	 -0.066148618 
0.000000000 	 -0.066271476 
0.000000000 	 -0.066394341 
0.000000000 	 -0.066517210 
0.000000000 	 -0.066640086 
0.000000000 	 -0.066762967 
0.000000000 	 -0.066885853 
0.000000000 	 -0.067008745 
0.000000000 	 -0.067131643 
0.000000000 	 -0.067254546 
0.000000000 	 -0.067377455 
0.000000000 	 -0.067500370 
0.000000000 	 -0.067623290 
0.000000000 	 -0.067746216 
0.000000000 	 -0.067869148 
0.000000000 	 -0.067992085 
0.000000000 	 -0.068115028 
0.000000000 	 -0.068237977 
0.000000000 	 -0.068360931 
0.000000000 	 -0.068483892 
0.000000000 	 -0.068606858 
0.000000000 	 -0.068729830 
0.000000000 	 -0.068852808 
0.000000000 	 -0.068975791 
0.000000000 	 -0.069098781 
0.000000000 	 -0.069221776 
0.000000000 	 -0.069344777 
0.000000000 	 -0.069467784 
0.000000000 	 -0.069590797 
0.000000000 	 -0.069713816 
0.000000000 	 -0.069836841 
0.000000000 	 -0.069959872 
0.000000000 	 -0.070082908 
0.000000000 	 -0.070205951 
0.000000000 	 -0.070329000 
0.000000000 	 -0.070452055 
0.000000000 	 -0.070575115 
0.000000000 	 -0.070698182 
0.000000000 	 -0.070821255 
0.000000000 	 -0.070944334 
0.000000000 	 -0.071067419 
0.000000000 	 -0.071190510 
0.000000000 	 -0.071313607 
0.000000000 	 -0.071436711 
0.000000000 	 -0.071559820 
0.000000000 	 -0.071682936 
0.000000000 	 -0.071806058 
0.000000000 	 -0.071929186 
0.000000000 	 -0.072052320 
0.000000000 	 -0.072175461 
0.000000000 	 -0.072298608 
0.000000000 	 -0.072421761 
0.000000000 	 -0.072544920 
0.000000000 	 -0.072668086 
0.000000000 	 -0.072791258 
0.000000000 	 -0.072914436 
0.000000000 	 -0.073037620 
0.000000000 	 -0.073160811 
0.000000000 	 -0.073284008 
0.000000000 	 -0.073407212 
0.000000000 	 -0.073530422 
0.000000000 	 -0.073653638 
0.000000000 	 -0.073776861 
0.000000000 	 -0.073900090 
0.000000000 	 -0.074023326 
0.000000000 	 -0.074146568 
0.000000000 	 -0.074269817 
0.000000000 	 -0.074393072 
0.000000000 	 -0.074516334 
0.000000000 	 -0.074639602 
0.000000000 	 -0.074762877 
0.000000000 	 -0.074886158 
0.000000000 	 -0.075009446 
0.000000000 	 -0.075132740 
0.000000000 	 -0.075256041 
0.000000000 	 -0.075379349 
0.000000000 	 -0.075502663 
0.000000000 	 -0.075625984 
0.000000000 	 -0.075749312 
0.000000000 	 -0.075872646 
0.000000000 	 -0.075995987 
0.000000000 	 -0.076119335 
0.000000000 	 -0.076242689 
0.000000000 	 -0.076366050 
0.000000000 	 -0.076489418 
0.000000000 	 -0.076612793 
0.000000000 	 -0.076736175 
0.000000000 	 -0.076859563 
0.000000000 	 -0.076982958 
0.000000000 	 -0.077106360 
0.000000000 	 -0.077229769 
0.000000000 	 -0.077353184 
0.000000000 	 -0.077476607 
0.000000000 	 -0.077600036 
0.000000000 	 -0.077723472 
0.000000000 	 -0.077846915 
0.000000000 	 -0.077970366 
0.000000000 	 -0.078093823 
0.000000000 	 -0.078217287 
0.000000000 	 -0.078340758 
0.000000000 	 -0.078464236 
0.000000000 	 -0.078587721 
0.000000000 	 -0.078711213 
0.000000000 	 -0.078834712 
0.000000000 	 -0.078958218 
0.000000000 	 -0.079081731 
0.000000000 	 -0.079205252 
0.000000000 	 -0.079328779 
0.000000000 	 -0.079452313 
0.000000000 	 -0.079575855 
0.000000000 	 -0.079699404 
0.000000000 	 -0.079822960 
0.000000000 	 -0.079946523 
0.000000000 	 -0.080070093 
0.000000000 	 -0.080193671 
0.000000000 	 -0.080317256 
0.000000000 	 -0.080440848 
0.000000000 	 -0.080564447 
0.000000000 	 -0.080688053 
0.000000000 	 -0.080811667 
0.000000000 	 -0.080935288 
0.000000000 	 -0.081058917 
0.000000000 	 -0.081182552 
0.000000000 	 -0.081306195 
0.000000000 	 -0.081429846 
0.000000000 	 -0.081553504 
0.000000000 	 -0.081677169 
0.000000000 	 -0.081800841 
0.000000000 	 -0.081924521 
0.000000000 	 -0.082048209 
0.000000000 	 -0.082171904 
0.000000000 	 -0.082295606 
0.000000000 	 -0.082419316 
0.000000000 	 -0.082543033 
0.000000000 	 -0.082666758 
0.000000000 	 -0.082790490 
0.000000000 	 -0.082914230 
0.000000000 	 -0.083037978 
0.000000000 	 -0.083161733 
0.000000000 	 -0.083285495 
0.000000000 	 -0.083409265 
0.000000000 	 -0.083533043 
0.000000000 	 -0.083656829 
0.000000000 	 -0.083780622 
0.000000000 	 -0.083904422 
0.000000000 	 -0.084028231 
0.000000000 	 -0.084152047 
0.000000000 	 -0.084275871 
0.000000000 	 -0.084399702 
0.000000000 	 -0.084523541 
0.000000000 	 -0.084647388 
0.000000000 	 -0.084771243 
0.000000000 	 -0.084895106 
0.000000000 	 -0.085018976 
0.000000000 	 -0.085142854 
0.000000000 	 -0.085266740 
0.000000000 	 -0.085390634 
0.000000000 	 -0.085514536 
0.000000000 	 -0.085638445 
0.000000000 	 -0.085762363 
0.000000000 	 -0.085886288 
0.000000000 	 -0.086010221 
0.000000000 	 -0.086134162 
0.000000000 	 -0.086258112 
0.000000000 	 -0.086382069 
0.000000000 	 -0.086506034 
0.000000000 	 -0.086630007 
0.000000000 	 -0.086753988 
0.000000000 	 -0.086877977 
0.000000000 	 -0.087001974 
0.000000000 	 -0.087125979 
0.000000000 	 -0.087249992 
0.000000000 	 -0.087374014 
0.000000000 	 -0.087498043 
0.000000000 	 -0.087622081 
0.000000000 	 -0.087746126 
0.000000000 	 -0.087870180 
0.000000000 	 -0.087994242 
0.000000000 	 -0.088118312 
0.000000000 	 -0.088242390 
0.000000000 	 -0.088366477 
0.000000000 	 -0.088490572 
0.000000000 	 -0.088614675 
0.000000000 	 -0.088738786 
0.000000000 	 -0.088862905 
0.000000000 	 -0.088987033 
0.000000000 	 -0.089111169 
0.000000000 	 -0.089235313 
0.000000000 	 -0.089359466 
0.000000000 	 -0.089483627 
0.000000000 	 -0.089607797 
0.000000000 	 -0.089731974 
0.000000000 	 -0.089856160 
0.000000000 	 -0.089980355 
0.000000000 	 -0.090104558 
0.000000000 	 -0.090228769 
0.000000000 	 -0.090352989 
0.000000000 	 -0.090477217 
0.000000000 	 -0.090601454 
0.000000000 	 -0.090725699 
0.000000000 	 -0.090849953 
0.000000000 	 -0.090974215 
0.000000000 	 -0.091098486 
0.000000000 	 -0.091222765 
0.000000000 	 -0.091347053 
0.000000000 	 -0.091471350 
0.000000000 	 -0.091595655 
0.000000000 	 -0.091719968 
0.000000000 	 -0.091844291 
0.000000000 	 -0.091968622 
0.000000000 	 -0.092092961 
0.000000000 	 -0.092217310 
0.000000000 	 -0.092341667 
0.000000000 	 -0.092466032 
0.000000000 	 -0.092590407 
0.000000000 	 -0.092714790 
0.000000000 	 -0.092839182 
0.000000000 	 -0.092963582 
0.000000000 	 -0.093087992 
0.000000000 	 -0.093212410 
0.000000000 	 -0.093336837 
0.000000000 	 -0.093461273 
0.000000000 	 -0.093585717 
0.000000000 	 -0.093710171 
0.000000000 	 -0.093834633 
0.000000000 	 -0.093959104 
0.000000000 	 -0.094083585 
0.000000000 	 -0.094208074 
0.000000000 	 -0.094332572 
0.000000000 	 -0.094457079 
0.000000000 	 -0.094581594 
0.000000000 	 -0.094706119 
0.000000000 	 -0.094830653 
0.000000000 	 -0.094955196 
0.000000000 	 -0.095079748 
0.000000000 	 -0.095204309 
0.000000000 	 -0.095328879 
0.000000000 	 -0.095453458 
0.000000000 	 -0.095578046 
0.000000000 	 -0.095702643 
0.000000000 	 -0.095827249 
0.000000000 	 -0.095951865 
0.000000000 	 -0.096076489 
0.000000000 	 -0.096201123 
0.000000000 	 -0.096325766 
0.000000000 	 -0.096450418 
0.000000000 	 -0.096575079 
0.000000000 	 -0.096699750 
0.000000000 	 -0.096824429 
0.000000000 	 -0.096949118 
0.000000000 	 -0.097073816 
0.000000000 	 -0.097198524 
0.000000000 	 -0.097323241 
0.000000000 	 -0.097447967 
0.000000000 	 -0.097572699 
0.000000000 	 -0.097697432 
0.000000000 	 -0.097822166 
0.000000000 	 -0.097946901 
0.000000000 	 -0.098071637 
0.000000000 	 -0.098196373 
0.000000000 	 -0.098321111 
0.000000000 	 -0.098445849 
0.000000000 	 -0.098570588 
0.000000000 	 -0.098695328 
0.000000000 	 -0.098820068 
0.000000000 	 -0.098944810 
0.000000000 	 -0.099069552 
0.000000000 	 -0.099194295 
0.000000000 	 -0.099319039 
0.000000000 	 -0.099443784 
0.000000000 	 -0.099568529 
0.000000000 	 -0.099693276 
0.000000000 	 -0.099818023 
0.000000000 	 -0.099942772 
0.000000000 	 -0.100067521 
0.000000000 	 -0.100192270 
0.000000000 	 -0.100317021 
0.000000000 	 -0.100441773 
0.000000000 	 -0.100566525 
0.000000000 	 -0.100691279 
0.000000000 	 -0.100816033 
0.000000000 	 -0.100940788 
0.000000000 	 -0.101065544 
0.000000000 	 -0.101190301 
0.000000000 	 -0.101315059 
0.000000000 	 -0.101439817 
0.000000000 	 -0.101564577 
0.000000000 	 -0.101689337 
0.000000000 	 -0.101814099 
0.000000000 	 -0.101938861 
0.000000000 	 -0.102063624 
0.000000000 	 -0.102188388 
0.000000000 	 -0.102313153 
0.000000000 	 -0.102437919 
0.000000000 	 -0.102562686 
0.000000000 	 -0.102687453 
0.000000000 	 -0.102812222 
0.000000000 	 -0.102936992 
0.000000000 	 -0.103061762 
0.000000000 	 -0.103186533 
